PZN;Wirkstoffe;Artikelname (Hauptbegriff);Anbietername;Volumen (Bezugsgröße);Einh. (Bezugsgr.);Menge;Einh.;PpU (APU exkl. NBR);NBR;Erstattungsb.;APU / HAP;Taxe-EK;HR ges.;Ges. VK;V;DRF-Bez.;Aufnahme;Wirkstoffe und Mengen
15269340;Perampanel;FYCOMPA;Eisai;;;340;ml;60,81;0;60,81;58,2;60,73;4,07;84,62;;Suspension zum Einnehmen;01.05.2019;Perampanel 0,5 mg
10709550;Perampanel;FYCOMPA;Eisai;;;7;St;56;38,03;17,97;17,97;19,24;1,26;33,77;;Filmtabletten;01.12.2017;Perampanel 2 mg
10709567;Perampanel;FYCOMPA;Eisai;;;28;St;224;152,13;71,87;71,87;74,83;5,03;101,9;;Filmtabletten;15.12.2017;Perampanel 2 mg
10709596;Perampanel;FYCOMPA;Eisai;;;7;St;56;35,97;20,03;19,17;20,47;1,34;35,27;;Filmtabletten;01.12.2017;Perampanel 4 mg
10709604;Perampanel;FYCOMPA;Eisai;;;28;St;224;143,87;80,13;76,68;79,8;5,37;107,99;;Filmtabletten;01.12.2017;Perampanel 4 mg
10709633;Perampanel;FYCOMPA;Eisai;;;98;St;784;503,55;280,45;268,38;277,53;18,79;350,36;;Filmtabletten;01.12.2017;Perampanel 4 mg
10709656;Perampanel;FYCOMPA;Eisai;;;28;St;224;143,87;80,13;76,68;79,8;5,37;107,99;;Filmtabletten;01.12.2017;Perampanel 6 mg
10709662;Perampanel;FYCOMPA;Eisai;;;98;St;784;503,55;280,45;268,38;277,53;18,79;350,36;;Filmtabletten;01.12.2017;Perampanel 6 mg
10709679;Perampanel;FYCOMPA;Eisai;;;28;St;224;143,87;80,13;76,68;79,8;5,37;107,99;;Filmtabletten;01.12.2017;Perampanel 8 mg
10709685;Perampanel;FYCOMPA;Eisai;;;98;St;784;503,55;280,45;268,38;277,53;18,79;350,36;;Filmtabletten;01.12.2017;Perampanel 8 mg
10709691;Perampanel;FYCOMPA;Eisai;;;28;St;224;143,87;80,13;76,68;79,8;5,37;107,99;;Filmtabletten;01.12.2017;Perampanel 10 mg
10709716;Perampanel;FYCOMPA;Eisai;;;98;St;784;503,55;280,45;268,38;277,53;18,79;350,36;;Filmtabletten;01.12.2017;Perampanel 10 mg
10709722;Perampanel;FYCOMPA;Eisai;;;28;St;224;143,87;80,13;76,68;79,8;5,37;107,99;;Filmtabletten;01.12.2017;Perampanel 12 mg
10709739;Perampanel;FYCOMPA;Eisai;;;98;St;784;503,55;280,45;268,38;277,53;18,79;350,36;;Filmtabletten;01.12.2017;Perampanel 12 mg
11605338;Migalastat hydrochlorid;GALAFOLD;AMICUS;;;14;St;18053,17;2787,42;15265,75;15265,75;15304,25;0;18768,61;;Hartkapseln;01.06.2016;Migalastat hydrochlorid 150,48 mg
14320607;Vildagliptin;GALVUS;Novartis Pharma;;;60;St;43,2;22;21,2;21,2;22,57;1,48;37,85;;Tabletten;15.10.2018;Vildagliptin 50 mg
10528400;Vildagliptin;GALVUS;Novartis Pharma;;;90;St;64,8;33;31,8;31,8;33,5;2,23;51,25;;Tabletten;15.10.2018;Vildagliptin 50 mg
10048686;Obinutuzumab;GAZYVARO;Roche Ph.;40;ml;1;St;3970;1170;2800;2800;2838,5;0;3489,34;;Infusionslösungskonzentrat;15.08.2014;Obinutuzumab 1000 mg
11531108;Elvitegravir | Cobicistat | Emtricitabin | Tenofovir alafenamid hemifumarat;GENVOYA;Gilead Scien.;;;30;St;919,95;176,2;743,75;743,75;767,88;52,06;951,38;;Filmtabletten;01.01.2016;Tenofovir alafenamid hemifumarat 11,22 mg | Emtricitabin 200 mg | Cobicistat 150 mg | Elvitegravir 150 mg
11531120;Elvitegravir | Cobicistat | Emtricitabin | Tenofovir alafenamid hemifumarat;GENVOYA;Gilead Scien.;;;3X30;St;2759,85;528,6;2231,25;2231,25;2269,75;156,19;2792,22;;Filmtabletten;01.01.2016;Elvitegravir 150 mg | Cobicistat 150 mg | Tenofovir alafenamid hemifumarat 11,22 mg | Emtricitabin 200 mg
14240334;Fingolimod hydrochlorid;GILENYA;Novartis Pharma;;;7;St;0;0;0;0;0;0;0;;Hartkapseln;01.02.2019;Fingolimod hydrochlorid 0,28 mg
14240328;Fingolimod hydrochlorid;GILENYA;Novartis Pharma;;;28;St;1850;479,62;1370,38;1370,38;1408,88;0;1737,05;;Hartkapseln;01.02.2019;Fingolimod hydrochlorid 0,28 mg
08794643;Fingolimod hydrochlorid;GILENYA;Novartis Pharma;;;7;St;0;0;0;0;0;0;0;;Hartkapseln;15.04.2011;Fingolimod hydrochlorid 0,56 mg
06839695;Fingolimod hydrochlorid;GILENYA;Novartis Pharma;;;28;St;1850;479,62;1370,38;1370,38;1408,88;0;1737,05;;Hartkapseln;15.04.2011;Fingolimod hydrochlorid 0,56 mg
07713335;Fingolimod hydrochlorid;GILENYA;Novartis Pharma;;;98;St;6475;1678,67;4796,33;4796,33;4834,83;0;5936,23;;Hartkapseln;01.06.2014;Fingolimod hydrochlorid 0,56 mg
02482440;Afatinib dimaleat;GIOTRIF;Boehringer Ing.;;;28;St;2590;584,93;2005,07;2005,07;2043,57;140,35;2514,99;;Filmtabletten;15.11.2013;Afatinib dimaleat 29,55 mg
02482546;Afatinib dimaleat;GIOTRIF;Boehringer Ing.;;;28;St;2590;584,93;2005,07;2005,07;2043,57;140,35;2514,99;;Filmtabletten;15.11.2013;Afatinib dimaleat 44,33 mg
02484367;Afatinib dimaleat;GIOTRIF;Boehringer Ing.;;;28;St;2590;584,93;2005,07;2005,07;2043,57;140,35;2514,99;;Filmtabletten;15.11.2013;Afatinib dimaleat 59,11 mg
02484812;Afatinib dimaleat;GIOTRIF;Boehringer Ing.;;;28;St;2590;584,93;2005,07;2005,07;2043,57;140,35;2514,99;;Filmtabletten;15.11.2013;Afatinib dimaleat 73,89 mg
12668855;Empagliflozin | Linagliptin;GLYXAMBI;Boehringer Ing.;;;10;St;0;0;0;0;0;0;0;;Filmtabletten;01.06.2019;Linagliptin 5 mg | Empagliflozin 10 mg
12668832;Empagliflozin | Linagliptin;GLYXAMBI;Boehringer Ing.;;;30;St;78;0;0;78;81,16;5,46;109,66;;Filmtabletten;01.06.2019;Empagliflozin 10 mg | Linagliptin 5 mg
12668849;Empagliflozin | Linagliptin;GLYXAMBI;Boehringer Ing.;;;100;St;260;0;0;260;268,89;18,2;339,77;;Filmtabletten;01.06.2019;Empagliflozin 10 mg | Linagliptin 5 mg
12668884;Empagliflozin | Linagliptin;GLYXAMBI;Boehringer Ing.;;;10;St;0;0;0;0;0;0;0;;Filmtabletten;01.06.2019;Empagliflozin 25 mg | Linagliptin 5 mg
12668890;Empagliflozin | Linagliptin;GLYXAMBI;Boehringer Ing.;;;30;St;78;0;0;78;81,16;5,46;109,66;;Filmtabletten;01.06.2019;Empagliflozin 25 mg | Linagliptin 5 mg
12668909;Empagliflozin | Linagliptin;GLYXAMBI;Boehringer Ing.;;;100;St;260;0;0;260;268,89;18,2;339,77;;Filmtabletten;01.06.2019;Empagliflozin 25 mg | Linagliptin 5 mg
08443116;Eribulin mesilat;HALAVEN;Eisai;2;ml;1;St;400;77,42;322,58;322,58;333,44;22,58;418,88;;Injektionslösung;01.05.2011;Eribulin mesilat 1 mg
08443122;Eribulin mesilat;HALAVEN;Eisai;2;ml;6;St;2400;464,52;1935,48;1935,48;1973,98;135,48;2429,69;;Injektionslösung;15.07.2011;Eribulin mesilat 1 mg
11112819;Eribulin mesilat;HALAVEN;Eisai;3;ml;3;ml;600;116,13;483,87;483,87;499,81;33,87;622,8;AV;Injektionslösung;01.07.2015;Eribulin mesilat 1,49 mg
10948728;Ledipasvir | Sofosbuvir;HARVONI;Gilead Scien.;;;28;St;18115;5927,94;12187,06;12187,06;12225,56;0;14995,06;;Filmtabletten;15.12.2014;Sofosbuvir 400 mg | Ledipasvir 90 mg
10333889;Propranolol hydrochlorid;HEMANGIOL;Pierre F.Health;1;ml;120;ml;220;30;190;190;196,69;0;251,27;;Lösung zum Einnehmen;01.09.2014;Propranolol hydrochlorid 4,28 mg
13984995;Propranolol hydrochlorid;HEMANGIOL;Pierre F.Health;1;ml;120;ml;0;0;0;0;0;0;0;;Lösung zum Einnehmen;01.09.2018;Propranolol hydrochlorid 4,28 mg
12892736;Emicizumab;HEMLIBRA;Roche Ph.;1;ml;1;ml;2458,58;52,02;2406,56;2406,56;2445,06;168,46;3007,09;;Injektionslösung;01.04.2018;Emicizumab 30 mg
12892742;Emicizumab;HEMLIBRA;Roche Ph.;0,4;ml;0,4;ml;4917,17;104,04;4813,13;4813,13;4851,63;336,92;5956,83;;Injektionslösung;01.04.2018;Emicizumab 60 mg
12892713;Emicizumab;HEMLIBRA;Roche Ph.;0,7;ml;0,7;ml;8605,04;182,07;8422,97;8422,97;8461,47;589,61;10381,41;;Injektionslösung;01.04.2018;Emicizumab 105 mg
12909224;Emicizumab;HEMLIBRA;Roche Ph.;1;ml;1;ml;12292,91;260,1;12032,81;12032,81;12071,31;842,3;14805,99;;Injektionslösung;01.04.2018;Emicizumab 150 mg
11287045;Tasimelteon;HETLIOZ;Vanda Pharmac.;;;30;St;8200;2523,7;5676,3;5676,3;5714,8;397,34;7014,81;;Hartkapseln;01.08.2016;Tasimelteon 20 mg
11670057;Palbociclib;IBRANCE;Pfizer Pharma;;;3X7;St;4380;2418,46;1961,54;1961,54;2000,04;137,31;2461,63;;Hartkapseln;01.12.2016;Palbociclib 75 mg
11670086;Palbociclib;IBRANCE;Pfizer Pharma;;;3X7;St;4380;2418,46;1961,54;1961,54;2000,04;137,31;2461,63;;Hartkapseln;01.12.2016;Palbociclib 100 mg
11670092;Palbociclib;IBRANCE;Pfizer Pharma;;;3X7;St;4380;2418,46;1961,54;1961,54;2000,04;137,31;2461,63;;Hartkapseln;01.12.2016;Palbociclib 125 mg
10528469;Vildagliptin | Metformin hydrochlorid;ICANDRA;Novartis Pharma;;;30;St;21,6;11;10,6;10,6;11,63;0,74;24,44;;Filmtabletten;15.10.2018;Metformin hydrochlorid 850 mg | Vildagliptin 50 mg
10528481;Vildagliptin | Metformin hydrochlorid;ICANDRA;Novartis Pharma;;;3X60;St;129,6;66,01;63,59;63,59;66,29;4,45;91,44;;Filmtabletten;15.10.2018;Metformin hydrochlorid 850 mg | Vildagliptin 50 mg
10528423;Vildagliptin | Metformin hydrochlorid;ICANDRA;Novartis Pharma;;;30;St;21,6;11;10,6;10,6;11,63;0,74;24,44;;Filmtabletten;15.10.2018;Metformin hydrochlorid 1000 mg | Vildagliptin 50 mg
10528452;Vildagliptin | Metformin hydrochlorid;ICANDRA;Novartis Pharma;;;3X60;St;129,6;66,01;63,59;63,59;66,29;4,45;91,44;;Filmtabletten;15.10.2018;Metformin hydrochlorid 1000 mg | Vildagliptin 50 mg
12414971;Ponatinib hydrochlorid;ICLUSIG;Incyte Biosc.;;;30;St;2975;267,81;2707,19;2707,19;2745,69;189,5;3375,58;;Filmtabletten;01.10.2017;Ponatinib hydrochlorid 16,03 mg
12415002;Ponatinib hydrochlorid;ICLUSIG;Incyte Biosc.;;;30;St;5950;535,62;5414,38;5414,38;5452,88;379,01;6693,79;;Filmtabletten;01.10.2017;Ponatinib hydrochlorid 32,05 mg
08810299;Ponatinib hydrochlorid;ICLUSIG;Incyte Biosc.;;;30;St;5950;535,62;5414,38;5414,38;5452,88;379,01;6693,79;;Filmtabletten;01.08.2013;Ponatinib hydrochlorid 48,08 mg
11551855;Albutrepenonacog alfa;IDELVION;CSL Behring;;;1;St;687,5;192,5;495;462,5;0;0;0;;Pulver u. Lösungsmittel zur Herstellung einer Injektionslsg.;01.06.2016;Albutrepenonacog alfa 250 I.E.
11551861;Albutrepenonacog alfa;IDELVION;CSL Behring;;;1;St;1375;385;990;925;0;0;0;;Pulver u. Lösungsmittel zur Herstellung einer Injektionslsg.;01.06.2016;Albutrepenonacog alfa 500 I.E.
11551878;Albutrepenonacog alfa;IDELVION;CSL Behring;;;1;St;2750;770;1980;1850;0;0;0;;Pulver u. Lösungsmittel zur Herstellung einer Injektionslsg.;01.06.2016;Albutrepenonacog alfa 1000 I.E.
11551884;Albutrepenonacog alfa;IDELVION;CSL Behring;;;1;St;5500;1540;3960;3700;0;0;0;;Pulver u. Lösungsmittel zur Herstellung einer Injektionslsg.;01.06.2016;Albutrepenonacog alfa 2000 I.E.
14036208;Tildrakizumab;ILUMETRI;Almirall Hermal;1;ml;1;St;4122,9;1330,9;2792;2792;2830,5;0;3479,54;;Injektionslösung;15.11.2018;Tildrakizumab 100 mg
14332875;Ibrutinib;IMBRUVICA;Janssen-Cilag;;;28;St;2114,27;503,93;1610,34;1610,34;1648,84;0;2031,18;;Filmtabletten;15.05.2019;Ibrutinib 140 mg
10271757;Ibrutinib;IMBRUVICA;Janssen-Cilag;;;90;St;6795,86;1619,78;5176,08;5176,08;5214,58;0;6401,7;AV;Hartkapseln;15.11.2014;Ibrutinib 140 mg
10271763;Ibrutinib;IMBRUVICA;Janssen-Cilag;;;120;St;9061,15;2159,71;6901,44;6901,44;6939,94;0;8516,47;AV;Hartkapseln;15.11.2014;Ibrutinib 140 mg
14332881;Ibrutinib;IMBRUVICA;Janssen-Cilag;;;28;St;4228,54;1007,87;3220,67;3220,67;3259,17;0;4004,96;;Filmtabletten;15.05.2019;Ibrutinib 280 mg
14332898;Ibrutinib;IMBRUVICA;Janssen-Cilag;;;28;St;6342,8;1511,79;4831,01;4831,01;4869,51;0;5978,75;;Filmtabletten;15.05.2019;Ibrutinib 420 mg
14332912;Ibrutinib;IMBRUVICA;Janssen-Cilag;;;28;St;8457,07;2015,73;6441,34;6441,34;6479,84;0;7952,53;;Filmtabletten;15.05.2019;Ibrutinib 560 mg
13929223;Durvalumab;IMFINZI;AstraZeneca Sp.;2,4;ml;2,4;ml;552;79,47;472,53;472,53;488,11;33,08;608,46;;Infusionslösungskonzentrat;15.10.2018;Durvalumab 120 mg
13929401;Durvalumab;IMFINZI;AstraZeneca Sp.;10;ml;10;ml;2300;331,12;1968,88;1968,88;2007,38;137,82;2470,63;;Infusionslösungskonzentrat;15.10.2018;Durvalumab 500 mg
11182814;Talimogen laherparepvec;IMLYGIC;Amgen;1;ml;1;St;2398,5;1177,98;1220,52;1220,52;1220,52;85,44;1506,18;;Injektionslösung;15.06.2016;Talimogen laherparepvec 1000000 E.
11182820;Talimogen laherparepvec;IMLYGIC;Amgen;1;ml;1;St;2398,5;1177,98;1220,52;1220,52;1220,52;85,44;1506,18;;Injektionslösung;15.06.2016;Talimogen laherparepvec 100000000 E.
14406160;Pomalidomid;IMNOVID;Celgene;;;14;St;4604,17;0;4604,17;4604,17;4604,17;322,29;5653,52;;Hartkapseln;15.07.2019;Pomalidomid 1 mg
12490883;Pomalidomid;IMNOVID;Celgene;;;21;St;10119,18;3212,93;6906,25;6906,25;6906,25;483,44;8475,18;;Hartkapseln;01.10.2016;Pomalidomid 1 mg
14406183;Pomalidomid;IMNOVID;Celgene;;;14;St;4816,67;0;4816,67;4816,67;4816,67;337,17;5913,98;;Hartkapseln;15.07.2019;Pomalidomid 2 mg
12490914;Pomalidomid;IMNOVID;Celgene;;;21;St;10278,12;3053,12;7225;7225;7225;505,75;8865,87;;Hartkapseln;01.10.2016;Pomalidomid 2 mg
14406208;Pomalidomid;IMNOVID;Celgene;;;14;St;5100;0;5100;5100;5100;357;6261,26;;Hartkapseln;15.07.2019;Pomalidomid 3 mg
10022787;Pomalidomid;IMNOVID;Celgene;;;21;St;10437,06;2787,06;7650;7650;7650;535,5;9386,79;;Hartkapseln;01.09.2013;Pomalidomid 3 mg
14406214;Pomalidomid;IMNOVID;Celgene;;;14;St;5241,67;0;5241,67;5241,67;5241,67;366,92;6434,9;;Hartkapseln;15.07.2019;Pomalidomid 4 mg
10022793;Pomalidomid;IMNOVID;Celgene;;;21;St;10596;2733,5;7862,5;7862,5;7862,5;550,38;9647,26;;Hartkapseln;01.09.2013;Pomalidomid 4 mg
10389358;Umeclidinium bromid;INCRUSE;GlaxoSmithKl.;;;1;St;36,99;8,8;28,19;28,19;29,78;1,97;46,68;;Inhalationspulver;01.02.2016;Umeclidinium bromid 74,15 µg
10389370;Umeclidinium bromid;INCRUSE;GlaxoSmithKl.;;;1;St;0;0;0;0;0;0;0;;Inhalationspulver;01.02.2016;Umeclidinium bromid 74,15 µg
10389364;Umeclidinium bromid;INCRUSE;GlaxoSmithKl.;;;3;St;110,97;26,4;84,57;84,57;87,93;5,92;117,96;;Inhalationspulver;01.02.2016;Umeclidinium bromid 74,15 µg
09890030;Axitinib;INLYTA;Pfizer Pharma;;;56;St;903,9;326,31;577,59;577,59;596,48;0;741,29;;Filmtabletten;01.10.2012;Axitinib 1 mg
09890024;Axitinib;INLYTA;Pfizer Pharma;;;56;St;4519,5;1631,54;2887,96;2887,96;2926,46;0;3597,14;;Filmtabletten;01.10.2012;Axitinib 5 mg
10135511;Axitinib;INLYTA;Pfizer Pharma;;;56;St;6327,3;3439,34;2887,96;2887,96;2926,46;0;3597,14;;Filmtabletten;15.04.2014;Axitinib 7 mg
15321193;Prasteron;INTRAROSA;Theramex Irel.;;;28;St;16;0;0;16;17,2;2,56;31,27;;Vaginalsuppositorien;01.05.2019;Prasteron 6,5 mg
10002543;Ruxolitinib phosphat;JAKAVI;Novartis Pharma;;;14;St;0;0;0;0;0;0;0;;Tabletten;01.10.2013;Ruxolitinib phosphat 6,6 mg
09529452;Ruxolitinib phosphat;JAKAVI;Novartis Pharma;;;56;St;2296,22;706,84;1589,38;1589,38;1627,88;111,26;2005,48;;Tabletten;01.09.2013;Ruxolitinib phosphat 6,6 mg
10753692;Ruxolitinib phosphat;JAKAVI;Novartis Pharma;;;14;St;0;0;0;0;0;0;0;;Tabletten;15.02.2015;Ruxolitinib phosphat 13,2 mg
10753686;Ruxolitinib phosphat;JAKAVI;Novartis Pharma;;;56;St;4591,78;1413,01;3178,77;3178,77;3217,27;222,51;3953,6;;Tabletten;15.02.2015;Ruxolitinib phosphat 13,2 mg
09529529;Ruxolitinib phosphat;JAKAVI;Novartis Pharma;;;14;St;0;0;0;0;0;0;0;;Tabletten;01.10.2013;Ruxolitinib phosphat 19,8 mg
09529475;Ruxolitinib phosphat;JAKAVI;Novartis Pharma;;;56;St;4591,78;1413,01;3178,77;3178,77;3217,27;222,51;3953,6;;Tabletten;01.09.2013;Ruxolitinib phosphat 19,8 mg
09529587;Ruxolitinib phosphat;JAKAVI;Novartis Pharma;;;14;St;0;0;0;0;0;0;0;;Tabletten;01.10.2013;Ruxolitinib phosphat 26,4 mg
09529541;Ruxolitinib phosphat;JAKAVI;Novartis Pharma;;;56;St;4591,78;1413,01;3178,77;3178,77;3217,27;222,51;3953,6;;Tabletten;01.09.2013;Ruxolitinib phosphat 26,4 mg
14320636;Vildagliptin;JALRA;Novartis Pharma;;;60;St;43,2;22;21,2;21,2;22,57;1,48;37,85;;Tabletten;15.10.2018;Vildagliptin 50 mg
10528506;Vildagliptin;JALRA;Novartis Pharma;;;90;St;64,8;33;31,8;31,8;33,5;2,23;51,25;;Tabletten;15.10.2018;Vildagliptin 50 mg
00090138;Sitagliptin phosphat-1-Wasser | Metformin hydrochlorid;JANUMET;MSD Sharp&Dohme;;;28;St;0;0;0;0;0;0;0;;Filmtabletten;15.08.2008;Metformin hydrochlorid 850 mg | Sitagliptin phosphat-1-Wasser 64,24 mg
03715656;Sitagliptin phosphat-1-Wasser | Metformin hydrochlorid;JANUMET;MSD Sharp&Dohme;;;56;St;40,04;13,44;26,6;26,6;28,14;0;44,67;;Filmtabletten;15.08.2008;Metformin hydrochlorid 850 mg | Sitagliptin phosphat-1-Wasser 64,24 mg
03716124;Sitagliptin phosphat-1-Wasser | Metformin hydrochlorid;JANUMET;MSD Sharp&Dohme;;;196;St;140,14;47,04;93,1;93,1;96,73;0;128,75;;Filmtabletten;15.08.2008;Sitagliptin phosphat-1-Wasser 64,24 mg | Metformin hydrochlorid 850 mg
00090865;Sitagliptin phosphat-1-Wasser | Metformin hydrochlorid;JANUMET;MSD Sharp&Dohme;;;28;St;0;0;0;0;0;0;0;;Filmtabletten;15.08.2008;Metformin hydrochlorid 1000 mg | Sitagliptin phosphat-1-Wasser 64,24 mg
03716130;Sitagliptin phosphat-1-Wasser | Metformin hydrochlorid;JANUMET;MSD Sharp&Dohme;;;56;St;40,04;13,44;26,6;26,6;28,14;0;44,67;;Filmtabletten;15.08.2008;Metformin hydrochlorid 1000 mg | Sitagliptin phosphat-1-Wasser 64,24 mg
03716288;Sitagliptin phosphat-1-Wasser | Metformin hydrochlorid;JANUMET;MSD Sharp&Dohme;;;196;St;140,14;47,04;93,1;93,1;96,73;0;128,75;;Filmtabletten;15.08.2008;Sitagliptin phosphat-1-Wasser 64,24 mg | Metformin hydrochlorid 1000 mg
00814636;Sitagliptin phosphat-1-Wasser;JANUVIA;MSD Sharp&Dohme;;;28;St;40,04;32,2;7,84;7,84;8,79;0;20,96;;Filmtabletten;15.03.2012;Sitagliptin phosphat-1-Wasser 32,12 mg
00814659;Sitagliptin phosphat-1-Wasser;JANUVIA;MSD Sharp&Dohme;;;28;St;0;0;0;0;0;0;0;;Filmtabletten;15.03.2012;Sitagliptin phosphat-1-Wasser 32,12 mg
00814642;Sitagliptin phosphat-1-Wasser;JANUVIA;MSD Sharp&Dohme;;;98;St;140,14;112,7;27,44;27,44;29;0;45,73;;Filmtabletten;15.03.2012;Sitagliptin phosphat-1-Wasser 32,12 mg
00814665;Sitagliptin phosphat-1-Wasser;JANUVIA;MSD Sharp&Dohme;;;28;St;40,04;24,08;15,96;15,96;17,16;0;31,21;;Filmtabletten;15.03.2012;Sitagliptin phosphat-1-Wasser 64,24 mg
00814731;Sitagliptin phosphat-1-Wasser;JANUVIA;MSD Sharp&Dohme;;;28;St;0;0;0;0;0;0;0;;Filmtabletten;15.03.2012;Sitagliptin phosphat-1-Wasser 64,24 mg
00814671;Sitagliptin phosphat-1-Wasser;JANUVIA;MSD Sharp&Dohme;;;98;St;140,14;84,28;55,86;55,86;58,32;0;81,67;;Filmtabletten;15.03.2012;Sitagliptin phosphat-1-Wasser 64,24 mg
00814748;Sitagliptin phosphat-1-Wasser;JANUVIA;MSD Sharp&Dohme;;;28;St;40,04;11,48;28,56;28,56;30,16;0;47,15;;Filmtabletten;15.04.2007;Sitagliptin phosphat-1-Wasser 128,48 mg
00817362;Sitagliptin phosphat-1-Wasser;JANUVIA;MSD Sharp&Dohme;;;28;St;0;0;0;0;0;0;0;;Filmtabletten;15.04.2007;Sitagliptin phosphat-1-Wasser 128,48 mg
00817103;Sitagliptin phosphat-1-Wasser;JANUVIA;MSD Sharp&Dohme;;;98;St;140,14;40,18;99,96;99,96;103,81;0;137,42;;Filmtabletten;15.04.2007;Sitagliptin phosphat-1-Wasser 128,48 mg
14016944;Empagliflozin;JARDIANCE;Boehringer Ing.;;;14;St;0;0;0;0;0;0;0;;Filmtabletten;01.01.2019;Empagliflozin 10 mg
10262043;Empagliflozin;JARDIANCE;Boehringer Ing.;;;30;St;43,03;0;43,03;43,03;45,09;3,01;65,45;;Filmtabletten;15.08.2014;Empagliflozin 10 mg
10262089;Empagliflozin;JARDIANCE;Boehringer Ing.;;;5X14;St;0;0;0;0;0;0;0;AV;Filmtabletten;15.08.2014;Empagliflozin 10 mg
10262072;Empagliflozin;JARDIANCE;Boehringer Ing.;;;100;St;143,44;0;143,44;143,44;148,66;10,04;192,4;;Filmtabletten;15.08.2014;Empagliflozin 10 mg
14016973;Empagliflozin;JARDIANCE;Boehringer Ing.;;;14;St;0;0;0;0;0;0;0;;Filmtabletten;01.01.2019;Empagliflozin 25 mg
10262095;Empagliflozin;JARDIANCE;Boehringer Ing.;;;30;St;50,7;7,67;43,03;43,03;45,09;3,01;65,45;;Filmtabletten;15.08.2014;Empagliflozin 25 mg
10262149;Empagliflozin;JARDIANCE;Boehringer Ing.;;;5X14;St;0;0;0;0;0;0;0;AV;Filmtabletten;15.08.2014;Empagliflozin 25 mg
10262132;Empagliflozin;JARDIANCE;Boehringer Ing.;;;100;St;169;25,56;143,44;143,44;148,66;10,04;192,4;;Filmtabletten;15.08.2014;Empagliflozin 25 mg
11281628;Ocriplasmin;JETREA;Oxurion;0,3;ml;1;St;3078;828;2250;2250;2288,5;0;2815,21;;Injektionslösung;15.09.2018;Ocriplasmin 0,375 mg
05024979;Ocriplasmin;JETREA;Oxurion;0,2;ml;1;St;3078;828;2250;2250;2288,5;0;2815,21;AV;Konzentrat;01.05.2013;Ocriplasmin 0,5 mg
07770095;Cabazitaxel;JEVTANA;Sanofi-Aventis;1,5;ml;1;St;4395;1207,5;3187,5;3187,5;3226;223,13;3964,29;;Infusionslösungskonzentrat;15.04.2011;Cabazitaxel 60 mg
07770103;Cabazitaxel;JEVTANA;Sanofi-Aventis;1,5;ml;1;St;0;0;0;0;0;0;0;;Infusionslösungskonzentrat;15.04.2011;Cabazitaxel 60 mg
13708953;Damoctocog alfa pegol;JIVI;Bayer Vital Ph.;;;1;St;372,5;0;0;372,5;372,5;0;0;;Pulver u. Lösungsmittel zur Herstellung einer Injektionslsg.;01.01.2019;Damoctocog alfa pegol 250 I.E.
13708976;Damoctocog alfa pegol;JIVI;Bayer Vital Ph.;;;1;St;745;0;0;745;745;0;0;;Pulver u. Lösungsmittel zur Herstellung einer Injektionslsg.;01.01.2019;Damoctocog alfa pegol 500 I.E.
13708982;Damoctocog alfa pegol;JIVI;Bayer Vital Ph.;;;1;St;1490;0;0;1490;1490;0;0;;Pulver u. Lösungsmittel zur Herstellung einer Injektionslsg.;01.01.2019;Damoctocog alfa pegol 1000 I.E.
13708999;Damoctocog alfa pegol;JIVI;Bayer Vital Ph.;;;1;St;2980;0;0;2980;2980;0;0;;Pulver u. Lösungsmittel zur Herstellung einer Injektionslsg.;01.01.2019;Damoctocog alfa pegol 2000 I.E.
13709007;Damoctocog alfa pegol;JIVI;Bayer Vital Ph.;;;1;St;4470;0;0;4470;4470;0;0;;Pulver u. Lösungsmittel zur Herstellung einer Injektionslsg.;01.01.2019;Damoctocog alfa pegol 3000 I.E.
13571514;Dolutegravir natrium | Rilpivirin hydrochlorid;JULUCA;ViiV;;;1X30;St;773,55;98,55;675;675;696,96;0;864,45;;Filmtabletten;15.06.2018;Dolutegravir natrium 52,62 mg | Rilpivirin hydrochlorid 27,49 mg
13571572;Dolutegravir natrium | Rilpivirin hydrochlorid;JULUCA;ViiV;;;3X30;St;2320,66;295,66;2025;2025;2063,5;0;2539,42;;Filmtabletten;15.06.2018;Dolutegravir natrium 52,62 mg | Rilpivirin hydrochlorid 27,49 mg
02589385;Trastuzumab emtansin;KADCYLA;Roche Ph.;;;1;St;2035,83;419,84;1615,99;1615,99;1654,49;113,12;2038,09;;Pulver zur Herstellung eines Infusionslösungskonzentrates;01.01.2014;Trastuzumab emtansin 100 mg
02589439;Trastuzumab emtansin;KADCYLA;Roche Ph.;;;1;St;3257,32;671,74;2585,58;2585,58;2624,08;180,99;3226,52;;Pulver zur Herstellung eines Infusionslösungskonzentrates;01.01.2014;Trastuzumab emtansin 160 mg
16150701;Ivacaftor;KALYDECO;Vertex;;;56;St;20800;7402;13398;13398;13398;937,86;16432,12;;Granulat;15.01.2020;Ivacaftor 25 mg
11195260;Ivacaftor;KALYDECO;Vertex;;;56;St;20800;7402;13398;13398;13398;937,86;16432,12;;Granulat;15.03.2016;Ivacaftor 50 mg
11195277;Ivacaftor;KALYDECO;Vertex;;;56;St;20800;7402;13398;13398;13398;937,86;16432,12;;Granulat;15.03.2016;Ivacaftor 75 mg
14281439;Ivacaftor;KALYDECO;Vertex;;;28;St;8700;2001;6699;6699;6699;468,93;8221,15;;Filmtabletten;01.12.2018;Ivacaftor 150 mg
